PID,capital.gain,capital.loss,hours.per.week,native.country,class
P11985,0,0,40, United-States, >50K
P11986,0,0,40, United-States, >50K
P11987,0,0,40, China, <=50K
P11988,0,0,20, United-States, <=50K
P11989,0,0,12,Other, <=50K
P11990,0,0,40, United-States, <=50K
P11991,0,0,40, United-States, >50K
P11992,0,0,50, United-States, <=50K
P11993,0,0,40, United-States, <=50K
P11994,0,1672,50, United-States, <=50K
P11995,0,0,40, United-States, <=50K
P11996,0,0,40, United-States, <=50K
P11997,0,0,55, United-States, <=50K
P11998,0,0,40, United-States, <=50K
P11999,2176,0,12, United-States, <=50K
P12000,0,0,60, United-States, >50K
P12001,0,0,55, United-States, <=50K
P12002,0,0,40, United-States, <=50K
P12003,0,0,40, United-States, <=50K
P12004,0,0,40, United-States, <=50K
P12005,7298,0,40,Other, >50K
P12006,0,0,60, United-States, >50K
P12007,0,0,40, United-States, <=50K
P12008,0,0,50, United-States, <=50K
P12009,0,0,80, United-States, <=50K
P12010,0,0,40, United-States, <=50K
P12011,0,0,40, United-States, <=50K
P12012,0,0,40, Ireland, <=50K
P12013,0,0,40, United-States, >50K
P12014,0,0,40, United-States, <=50K
P12015,0,0,40, United-States, <=50K
P12016,7688,0,35, United-States, >50K
P12017,0,0,40, United-States, >50K
P12018,0,0,40, United-States, <=50K
P12019,7688,0,50, United-States, >50K
P12020,0,0,40, United-States, <=50K
P12021,0,0,20, United-States, <=50K
P12022,0,0,50, United-States, >50K
P12023,5178,0,40, United-States, >50K
P12024,0,0,40, United-States, <=50K
P12025,0,0,41, United-States, <=50K
P12026,0,0,37, United-States, <=50K
P12027,0,0,35, Cuba, >50K
P12028,0,0,38, United-States, <=50K
P12029,0,0,40, United-States, <=50K
P12030,0,0,40, United-States, <=50K
P12031,0,0,40, Germany, >50K
P12032,0,1902,40, United-States, >50K
P12033,0,0,40, Portugal, <=50K
P12034,0,0,30, United-States, <=50K
P12035,0,0,48, United-States, <=50K
P12036,0,0,40, United-States, <=50K
P12037,0,0,30, United-States, <=50K
P12038,0,0,15, United-States, <=50K
P12039,0,0,40, United-States, <=50K
P12040,0,0,30, United-States, <=50K
P12041,0,0,40, United-States, <=50K
P12042,0,0,40, United-States, <=50K
P12043,0,0,40, United-States, <=50K
P12044,0,0,45, United-States, <=50K
P12045,0,0,30, United-States, >50K
P12046,0,0,35, United-States, <=50K
P12047,0,0,40, United-States, <=50K
P12048,0,0,48, United-States, <=50K
P12049,0,0,36, Mexico, <=50K
P12050,0,1977,40, United-States, >50K
P12051,0,1408,38, United-States, <=50K
P12052,0,0,45, United-States, <=50K
P12053,0,0,40, United-States, <=50K
P12054,0,0,45, United-States, <=50K
P12055,0,0,50, United-States, <=50K
P12056,0,1617,40, United-States, <=50K
P12057,0,0,30, United-States, <=50K
P12058,0,0,40, United-States, <=50K
P12059,0,0,55, United-States, >50K
P12060,0,0,40, United-States, <=50K
P12061,0,0,50, United-States, >50K
P12062,0,0,55, United-States, <=50K
P12063,99999,0,40, United-States, >50K
P12064,0,0,45, United-States, <=50K
P12065,0,0,40, United-States, <=50K
P12066,0,0,20, United-States, <=50K
P12067,0,0,60, United-States, >50K
P12068,0,0,40, Poland, <=50K
P12069,0,0,4, United-States, <=50K
P12070,0,0,20, United-States, <=50K
P12071,0,0,40, China, <=50K
P12072,0,0,40, United-States, <=50K
P12073,0,0,33, United-States, <=50K
P12074,0,0,40, United-States, <=50K
P12075,0,0,60, United-States, <=50K
P12076,0,0,26, United-States, <=50K
P12077,0,0,40, United-States, <=50K
P12078,0,0,35, United-States, <=50K
P12079,0,0,40, United-States, <=50K
P12080,0,0,30, United-States, <=50K
P12081,0,0,30, United-States, <=50K
P12082,0,0,50, United-States, <=50K
P12083,0,0,40,Other, <=50K
P12084,0,0,35, United-States, >50K
P12085,0,0,40, United-States, <=50K
P12086,0,0,38, United-States, <=50K
P12087,0,0,40, United-States, >50K
P12088,0,0,40, United-States, <=50K
P12089,0,0,20, United-States, <=50K
P12090,0,0,35, United-States, <=50K
P12091,0,0,25, United-States, <=50K
P12092,0,0,20, United-States, <=50K
P12093,4386,0,40, United-States, >50K
P12094,99999,0,50, South, >50K
P12095,0,0,40, United-States, <=50K
P12096,0,0,30, United-States, <=50K
P12097,0,0,40, Hong, <=50K
P12098,0,0,48, United-States, <=50K
P12099,0,0,30, United-States, <=50K
P12100,0,0,40, United-States, >50K
P12101,0,0,40, United-States, <=50K
P12102,0,0,55, United-States, <=50K
P12103,0,0,40, United-States, <=50K
P12104,0,0,40, Mexico, <=50K
P12105,0,0,40, United-States, <=50K
P12106,0,0,40, United-States, <=50K
P12107,0,0,12, United-States, <=50K
P12108,0,0,50, United-States, <=50K
P12109,0,0,50, France, <=50K
P12110,0,0,30, United-States, >50K
P12111,0,0,40, United-States, >50K
P12112,0,0,40, United-States, <=50K
P12113,0,0,40, United-States, <=50K
P12114,0,0,37, United-States, >50K
P12115,5178,0,60,Other, >50K
P12116,0,0,20, United-States, <=50K
P12117,4064,0,38, United-States, <=50K
P12118,0,0,40, United-States, <=50K
P12119,0,0,40, United-States, <=50K
P12120,0,1579,48, United-States, <=50K
P12121,0,1887,46, United-States, >50K
P12122,0,0,25, United-States, <=50K
P12123,0,0,40, United-States, <=50K
P12124,0,0,40, United-States, <=50K
P12125,0,0,40, United-States, <=50K
P12126,0,0,40, United-States, <=50K
P12127,0,0,15, United-States, <=50K
P12128,0,0,45, United-States, <=50K
P12129,0,0,48, United-States, <=50K
P12130,0,0,40, United-States, <=50K
P12131,0,0,48, Mexico, <=50K
P12132,0,0,40, United-States, <=50K
P12133,6360,0,40, United-States, <=50K
P12134,0,0,60, United-States, >50K
P12135,0,0,40, United-States, <=50K
P12136,0,0,40, United-States, <=50K
P12137,0,0,30, United-States, <=50K
P12138,1848,0,12, United-States, <=50K
P12139,0,0,25, United-States, <=50K
P12140,0,0,45, United-States, >50K
P12141,0,0,40, United-States, <=50K
P12142,99999,0,60, United-States, >50K
P12143,0,0,35, United-States, <=50K
P12144,0,0,40, United-States, >50K
P12145,0,0,55, United-States, <=50K
P12146,0,0,5, United-States, <=50K
P12147,0,0,45, United-States, <=50K
P12148,0,0,40, United-States, <=50K
P12149,0,1887,20, United-States, >50K
P12150,0,0,50, United-States, <=50K
P12151,0,0,30, United-States, <=50K
P12152,0,0,40, United-States, <=50K
P12153,3103,0,43, United-States, >50K
P12154,0,0,30, Mexico, <=50K
P12155,0,0,35, United-States, <=50K
P12156,0,1876,38, United-States, <=50K
P12157,0,0,40, United-States, <=50K
P12158,0,0,40, United-States, >50K
P12159,0,0,40, United-States, <=50K
P12160,0,0,50, United-States, <=50K
P12161,0,0,25, United-States, <=50K
P12162,0,0,56, United-States, <=50K
P12163,0,0,40, United-States, >50K
P12164,0,0,40, United-States, >50K
P12165,0,0,38, United-States, <=50K
P12166,0,1564,12, United-States, >50K
P12167,0,0,40, United-States, <=50K
P12168,0,0,40, United-States, <=50K
P12169,0,0,40, United-States, <=50K
P12170,0,0,35, Italy, <=50K
P12171,0,0,30, United-States, <=50K
P12172,0,0,30, United-States, <=50K
P12173,0,0,40,Other, <=50K
P12174,0,2246,40, United-States, >50K
P12175,0,1848,40, United-States, >50K
P12176,0,0,40, United-States, <=50K
P12177,0,0,40, United-States, <=50K
P12178,0,1974,40, United-States, <=50K
P12179,0,0,30, United-States, <=50K
P12180,4386,0,40, United-States, >50K
P12181,0,0,40, United-States, <=50K
P12182,0,0,45, United-States, <=50K
P12183,0,0,40, Puerto-Rico, <=50K
P12184,0,0,60, United-States, <=50K
P12185,0,0,45, United-States, <=50K
P12186,0,0,50, United-States, <=50K
P12187,5178,0,60, United-States, >50K
P12188,0,0,38, United-States, <=50K
P12189,0,0,40, United-States, >50K
P12190,0,0,55, United-States, <=50K
P12191,0,0,40, United-States, >50K
P12192,0,0,30, United-States, <=50K
P12193,0,0,65, United-States, >50K
P12194,0,0,40, United-States, <=50K
P12195,0,1977,40, United-States, >50K
P12196,0,0,40, United-States, <=50K
P12197,0,0,40, United-States, <=50K
P12198,0,0,50, United-States, <=50K
P12199,0,0,16, United-States, <=50K
P12200,0,0,45, United-States, <=50K
P12201,0,0,60, United-States, <=50K
P12202,0,0,55, United-States, >50K
P12203,0,0,44, United-States, >50K
P12204,0,0,40, United-States, <=50K
P12205,0,0,40, United-States, >50K
P12206,0,0,40, United-States, >50K
P12207,0,0,50, Mexico, <=50K
P12208,15024,0,40, United-States, >50K
P12209,0,0,50, United-States, >50K
P12210,0,0,99, United-States, <=50K
P12211,0,0,40, United-States, >50K
P12212,0,0,10, United-States, <=50K
P12213,0,0,40, United-States, >50K
P12214,0,0,60, United-States, <=50K
P12215,0,0,20, United-States, <=50K
P12216,0,0,40, United-States, >50K
P12217,0,0,40, United-States, >50K
P12218,0,0,36, United-States, <=50K
P12219,0,0,35, United-States, <=50K
P12220,2174,0,40, United-States, <=50K
P12221,0,0,50, United-States, >50K
P12222,0,0,40, United-States, <=50K
P12223,0,0,40, United-States, <=50K
P12224,0,0,20, United-States, <=50K
P12225,7688,0,50, United-States, >50K
P12226,0,0,40, United-States, <=50K
P12227,0,0,48, United-States, <=50K
P12228,0,0,8, United-States, <=50K
P12229,0,0,40, United-States, <=50K
P12230,0,0,40, United-States, <=50K
P12231,0,0,20, United-States, <=50K
P12232,0,0,40, United-States, >50K
P12233,15024,0,60, United-States, >50K
P12234,0,0,40, United-States, <=50K
P12235,0,0,42, United-States, <=50K
P12236,0,0,40, El-Salvador, <=50K
P12237,0,0,47, United-States, <=50K
P12238,0,0,40, United-States, <=50K
P12239,0,0,40, United-States, <=50K
P12240,0,0,45, United-States, <=50K
P12241,0,0,40, United-States, <=50K
P12242,0,0,60, United-States, >50K
P12243,0,0,45, United-States, <=50K
P12244,0,0,40, United-States, <=50K
P12245,0,0,20, United-States, <=50K
P12246,0,0,60, United-States, <=50K
P12247,0,0,40, United-States, >50K
P12248,0,0,20, United-States, <=50K
P12249,0,0,40, United-States, >50K
P12250,0,0,40, United-States, <=50K
P12251,0,0,40, United-States, <=50K
P12252,15024,0,55, United-States, >50K
P12253,0,0,40, United-States, <=50K
P12254,0,0,20, United-States, <=50K
P12255,0,0,45, Italy, <=50K
P12256,0,0,45, United-States, >50K
P12257,0,0,15, United-States, <=50K
P12258,0,0,40, United-States, <=50K
P12259,15024,0,50, United-States, >50K
P12260,0,0,40, Puerto-Rico, <=50K
P12261,0,0,50,Other, <=50K
P12262,0,0,40, Germany, >50K
P12263,0,0,40, South, >50K
P12264,0,0,40, Nicaragua, <=50K
P12265,0,0,16, United-States, <=50K
P12266,0,0,40, United-States, <=50K
P12267,0,0,50, Germany, >50K
P12268,0,0,40, Poland, >50K
P12269,0,0,40, United-States, <=50K
P12270,0,0,44, United-States, <=50K
P12271,0,0,10, Haiti, <=50K
P12272,0,0,40, United-States, <=50K
P12273,0,0,60, United-States, <=50K
P12274,0,0,36, United-States, <=50K
P12275,0,0,40, United-States, <=50K
P12276,0,0,40, United-States, <=50K
P12277,0,1602,30, United-States, <=50K
P12278,0,0,40, United-States, <=50K
P12279,0,0,40, United-States, <=50K
P12280,0,0,25, United-States, >50K
P12281,0,0,20,Other, <=50K
P12282,0,0,40, United-States, <=50K
P12283,0,0,40, Philippines, <=50K
P12284,0,0,40, United-States, <=50K
P12285,0,0,40, United-States, <=50K
P12286,0,0,40, United-States, <=50K
P12287,0,0,50, United-States, >50K
P12288,0,0,40, United-States, <=50K
P12289,0,0,50, United-States, >50K
P12290,0,0,32, United-States, <=50K
P12291,0,0,40, United-States, <=50K
P12292,0,0,35, United-States, <=50K
P12293,0,0,40, United-States, <=50K
P12294,0,0,70, United-States, <=50K
P12295,0,0,48, United-States, <=50K
P12296,0,0,45, United-States, <=50K
P12297,0,0,40, United-States, <=50K
P12298,0,0,35, United-States, <=50K
P12299,0,0,40, United-States, <=50K
P12300,0,1485,70, United-States, >50K
P12301,0,0,40, United-States, >50K
P12302,0,0,40, United-States, >50K
P12303,0,0,40, United-States, <=50K
P12304,0,0,40, United-States, >50K
P12305,7688,0,40, Puerto-Rico, >50K
P12306,0,0,40, United-States, <=50K
P12307,0,0,10, United-States, <=50K
P12308,0,0,30, United-States, <=50K
P12309,0,0,40, United-States, <=50K
P12310,0,0,40, United-States, <=50K
P12311,0,0,40, United-States, <=50K
P12312,7298,0,40, United-States, >50K
P12313,0,0,40, United-States, <=50K
P12314,0,0,16, United-States, <=50K
P12315,0,0,40, United-States, >50K
P12316,0,0,40,Other, <=50K
P12317,0,1672,50, United-States, <=50K
P12318,7298,0,40, United-States, >50K
P12319,0,0,8, United-States, <=50K
P12320,0,0,75, United-States, <=50K
P12321,0,0,50, United-States, >50K
P12322,0,0,40, Trinadad&Tobago, <=50K
P12323,0,0,50, United-States, >50K
P12324,0,0,30, Japan, <=50K
P12325,0,0,45, United-States, >50K
P12326,0,0,40, United-States, <=50K
P12327,0,0,40, United-States, >50K
P12328,0,0,52, United-States, <=50K
P12329,2036,0,20, United-States, <=50K
P12330,0,0,40,Other, <=50K
P12331,0,0,85, United-States, <=50K
P12332,0,0,40, United-States, <=50K
P12333,0,0,40, United-States, <=50K
P12334,0,0,40, United-States, <=50K
P12335,0,0,40, United-States, <=50K
P12336,0,0,40, United-States, <=50K
P12337,0,0,80, United-States, <=50K
P12338,0,0,45, United-States, >50K
P12339,0,0,50, France, >50K
P12340,0,0,40, United-States, <=50K
P12341,0,0,45, United-States, <=50K
P12342,0,0,30, Mexico, <=50K
P12343,0,0,40, United-States, <=50K
P12344,0,0,24, United-States, <=50K
P12345,0,0,40, United-States, <=50K
P12346,0,0,40, United-States, <=50K
P12347,0,0,40, United-States, <=50K
P12348,0,0,40, United-States, >50K
P12349,0,0,38, United-States, >50K
P12350,0,0,40, United-States, <=50K
P12351,0,0,35, United-States, <=50K
P12352,0,0,20, United-States, <=50K
P12353,0,0,25, Puerto-Rico, <=50K
P12354,0,0,40, United-States, <=50K
P12355,0,0,40, United-States, >50K
P12356,7688,0,40, United-States, >50K
P12357,0,0,62, United-States, <=50K
P12358,0,0,40, United-States, >50K
P12359,0,0,25, United-States, <=50K
P12360,0,0,40, United-States, <=50K
P12361,0,0,40, United-States, <=50K
P12362,0,0,20, United-States, <=50K
P12363,0,0,40,Other, <=50K
P12364,0,0,40, United-States, >50K
P12365,0,0,45, United-States, <=50K
P12366,0,0,25, United-States, <=50K
P12367,0,0,12, United-States, <=50K
P12368,0,0,40, Guatemala, <=50K
P12369,0,0,40, India, <=50K
P12370,0,0,50, United-States, <=50K
P12371,0,0,40, United-States, <=50K
P12372,0,0,40, United-States, <=50K
P12373,0,0,40, Puerto-Rico, <=50K
P12374,0,0,40, United-States, <=50K
P12375,0,1651,40, United-States, <=50K
P12376,0,0,38, United-States, <=50K
P12377,0,1902,40, United-States, >50K
P12378,0,0,40, United-States, <=50K
P12379,9562,0,50, United-States, >50K
P12380,0,0,40, United-States, <=50K
P12381,0,0,25, United-States, <=50K
P12382,0,0,60, United-States, >50K
P12383,0,0,40, United-States, <=50K
P12384,7298,0,50, United-States, >50K
P12385,0,0,60, Poland, <=50K
P12386,7298,0,54, United-States, >50K
P12387,0,0,50, United-States, <=50K
P12388,0,0,40, El-Salvador, <=50K
P12389,0,0,20, United-States, <=50K
P12390,0,0,45, United-States, <=50K
P12391,0,0,40, United-States, <=50K
P12392,0,0,41, United-States, <=50K
P12393,0,0,40, United-States, <=50K
P12394,0,0,70, United-States, <=50K
P12395,0,1902,45, United-States, >50K
P12396,0,0,30, United-States, <=50K
P12397,0,0,50, United-States, <=50K
P12398,0,0,40, United-States, <=50K
P12399,0,0,40, United-States, <=50K
P12400,0,0,40, United-States, <=50K
P12401,0,0,17, United-States, <=50K
P12402,0,0,40, United-States, <=50K
P12403,0,0,40, United-States, <=50K
P12404,0,0,40, United-States, <=50K
P12405,0,0,40, United-States, <=50K
P12406,0,0,40, United-States, <=50K
P12407,0,0,40, United-States, <=50K
P12408,0,0,28, United-States, <=50K
P12409,0,0,40, United-States, <=50K
P12410,0,0,8, United-States, <=50K
P12411,0,0,40, United-States, <=50K
P12412,0,0,40, United-States, <=50K
P12413,0,1848,40, Nicaragua, >50K
P12414,0,0,40, Philippines, <=50K
P12415,0,0,40, United-States, <=50K
P12416,0,1719,40, United-States, <=50K
P12417,0,0,40, United-States, >50K
P12418,0,0,28, United-States, <=50K
P12419,0,0,60, United-States, <=50K
P12420,0,0,40, United-States, <=50K
P12421,0,0,60, Jamaica, <=50K
P12422,6849,0,40, England, <=50K
P12423,0,0,32, United-States, <=50K
P12424,0,0,20, Honduras, <=50K
P12425,0,0,50, Mexico, <=50K
P12426,0,0,45, United-States, <=50K
P12427,0,0,20, United-States, <=50K
P12428,0,0,50, United-States, <=50K
P12429,2885,0,40, United-States, <=50K
P12430,0,0,60, United-States, >50K
P12431,0,0,40, United-States, <=50K
P12432,0,0,40, United-States, <=50K
P12433,0,0,40, United-States, <=50K
P12434,0,0,40, United-States, >50K
P12435,0,0,40, United-States, <=50K
P12436,0,1887,40, United-States, >50K
P12437,0,0,35, United-States, <=50K
P12438,0,0,40, United-States, <=50K
P12439,0,0,10, Taiwan, <=50K
P12440,0,0,50, United-States, <=50K
P12441,0,0,48, United-States, <=50K
P12442,4416,0,45, United-States, <=50K
P12443,0,0,45, United-States, >50K
P12444,0,0,50, United-States, <=50K
P12445,0,0,40, United-States, <=50K
P12446,0,0,40, United-States, >50K
P12447,0,0,60, United-States, >50K
P12448,0,2001,40, United-States, <=50K
P12449,0,0,40, United-States, >50K
P12450,0,0,40, United-States, <=50K
P12451,7688,0,50, United-States, >50K
P12452,0,0,10, South, <=50K
P12453,7688,0,55, United-States, >50K
P12454,0,0,40, United-States, <=50K
P12455,2354,0,16, United-States, <=50K
P12456,5013,0,45, United-States, <=50K
P12457,0,0,45, United-States, <=50K
P12458,0,0,50, United-States, <=50K
P12459,0,0,40, United-States, <=50K
P12460,0,0,40, United-States, <=50K
P12461,0,0,60, United-States, >50K
P12462,14084,0,40, United-States, >50K
P12463,0,0,60, United-States, <=50K
P12464,0,0,48, United-States, >50K
P12465,0,0,40, United-States, <=50K
P12466,0,0,50, United-States, <=50K
P12467,0,0,40, United-States, <=50K
P12468,0,0,50, United-States, >50K
P12469,0,0,65, United-States, >50K
P12470,0,0,40, United-States, <=50K
P12471,4064,0,40,Other, <=50K
P12472,0,0,40, United-States, <=50K
P12473,0,0,30, United-States, <=50K
P12474,0,0,40, United-States, <=50K
P12475,0,0,40, United-States, <=50K
P12476,0,0,45, United-States, <=50K
P12477,0,0,40, United-States, <=50K
P12478,0,0,50, United-States, >50K
P12479,0,0,40, United-States, <=50K
P12480,0,0,60, United-States, >50K
P12481,0,0,40, United-States, <=50K
P12482,0,0,32, United-States, <=50K
P12483,0,0,40, United-States, <=50K
P12484,0,0,40, United-States, <=50K
P12485,0,0,40, United-States, <=50K
P12486,0,0,40, United-States, <=50K
P12487,0,1887,55, United-States, >50K
P12488,0,0,50, United-States, <=50K
P12489,0,0,65, United-States, >50K
P12490,0,0,38, United-States, <=50K
P12491,0,0,40, Italy, <=50K
P12492,0,0,15, United-States, <=50K
P12493,0,0,3, United-States, <=50K
P12494,0,0,50, United-States, >50K
P12495,0,0,40, United-States, <=50K
P12496,0,0,45, United-States, <=50K
P12497,0,0,40, United-States, <=50K
P12498,0,0,55, United-States, <=50K
P12499,0,0,5, United-States, <=50K
P12500,0,0,44, United-States, <=50K
P12501,0,0,40, Columbia, <=50K
P12502,0,0,40, United-States, <=50K
P12503,0,0,40, United-States, <=50K
P12504,0,0,50, United-States, >50K
P12505,0,0,35, United-States, >50K
P12506,0,0,23, United-States, <=50K
P12507,0,0,40, Yugoslavia, >50K
P12508,0,0,40, United-States, <=50K
P12509,0,0,60, United-States, >50K
P12510,0,0,40, United-States, <=50K
P12511,0,0,40, United-States, <=50K
P12512,0,0,35, Mexico, <=50K
P12513,0,1628,40, United-States, <=50K
P12514,0,0,43, United-States, <=50K
P12515,0,0,40, United-States, <=50K
P12516,0,0,43, United-States, <=50K
P12517,0,0,40, United-States, <=50K
P12518,0,0,40, United-States, <=50K
P12519,3781,0,16, United-States, <=50K
P12520,8614,0,40, United-States, >50K
P12521,0,0,80, United-States, <=50K
P12522,0,0,40, United-States, <=50K
P12523,5178,0,40, United-States, >50K
P12524,0,0,40, United-States, <=50K
P12525,0,0,45, United-States, <=50K
P12526,0,0,60, United-States, >50K
P12527,7688,0,38, United-States, >50K
P12528,0,0,40, United-States, <=50K
P12529,0,0,40, United-States, <=50K
P12530,1848,0,20, Hungary, <=50K
P12531,0,0,40, United-States, >50K
P12532,0,0,40, United-States, >50K
P12533,0,0,40, United-States, <=50K
P12534,99999,0,35, United-States, >50K
P12535,0,0,20, United-States, <=50K
P12536,0,0,40, United-States, <=50K
P12537,0,0,40, United-States, <=50K
P12538,0,0,40, United-States, <=50K
P12539,0,0,40, United-States, <=50K
P12540,99999,0,40, United-States, >50K
P12541,0,0,50, United-States, >50K
P12542,0,0,40, Cuba, <=50K
P12543,0,0,40, United-States, <=50K
P12544,0,0,40, United-States, <=50K
P12545,0,0,40, United-States, <=50K
P12546,0,0,38, United-States, <=50K
P12547,0,0,45, United-States, >50K
P12548,0,0,40, United-States, >50K
P12549,0,0,65, United-States, <=50K
P12550,0,0,40, United-States, <=50K
P12551,0,0,40, United-States, <=50K
P12552,0,0,40, United-States, <=50K
P12553,0,0,42, United-States, <=50K
P12554,0,0,36, United-States, <=50K
P12555,0,0,45, United-States, <=50K
P12556,0,0,44, United-States, >50K
P12557,0,0,50, United-States, >50K
P12558,0,0,48, United-States, <=50K
P12559,0,0,40, United-States, <=50K
P12560,0,0,35, United-States, <=50K
P12561,0,0,40,Other, >50K
P12562,0,0,30, United-States, <=50K
P12563,0,0,35, United-States, <=50K
P12564,0,0,40, Philippines, <=50K
P12565,0,0,40, United-States, >50K
P12566,0,0,45, United-States, >50K
P12567,0,0,44, United-States, >50K
P12568,7298,0,50, United-States, >50K
P12569,0,0,43, United-States, >50K
P12570,0,0,35, United-States, <=50K
P12571,0,0,40, United-States, <=50K
P12572,0,0,40, United-States, <=50K
P12573,0,0,40, United-States, <=50K
P12574,0,1977,30, United-States, >50K
P12575,0,0,35, United-States, <=50K
P12576,7298,0,40, United-States, >50K
P12577,0,0,40, Philippines, <=50K
P12578,0,0,60, United-States, <=50K
P12579,3908,0,40, United-States, <=50K
P12580,0,0,40, United-States, <=50K
P12581,0,0,34, United-States, <=50K
P12582,0,0,30, United-States, <=50K
P12583,0,0,40, United-States, <=50K
P12584,0,1741,60, United-States, <=50K
P12585,0,1902,40, South, >50K
P12586,0,0,30, United-States, <=50K
P12587,0,0,40, United-States, <=50K
P12588,0,0,45, United-States, <=50K
P12589,0,0,40, United-States, <=50K
P12590,0,2206,10, United-States, <=50K
P12591,3908,0,40, United-States, <=50K
P12592,0,0,50, United-States, >50K
P12593,0,0,32, Haiti, <=50K
P12594,0,0,60, United-States, <=50K
P12595,0,1590,40, United-States, <=50K
P12596,0,1755,45, United-States, >50K
P12597,0,0,40, United-States, <=50K
P12598,7298,0,40, United-States, >50K
P12599,0,0,65, United-States, <=50K
P12600,5178,0,40, United-States, >50K
P12601,0,3683,20, United-States, >50K
P12602,5013,0,45, United-States, <=50K
P12603,15024,0,40, United-States, >50K
P12604,0,0,40, United-States, <=50K
P12605,7298,0,65, United-States, >50K
P12606,0,0,40, United-States, >50K
P12607,0,0,40, United-States, >50K
P12608,0,0,40, United-States, <=50K
P12609,0,0,40, United-States, <=50K
P12610,0,0,40, United-States, <=50K
P12611,0,0,25, United-States, <=50K
P12612,0,0,40, United-States, <=50K
P12613,3464,0,40, United-States, <=50K
P12614,0,0,10, United-States, <=50K
P12615,0,0,40, United-States, <=50K
P12616,0,0,40, United-States, <=50K
P12617,0,0,40, United-States, <=50K
P12618,0,0,80, United-States, <=50K
P12619,0,0,40, United-States, <=50K
P12620,0,0,45, El-Salvador, <=50K
P12621,15024,0,40, United-States, >50K
P12622,0,0,48, Germany, <=50K
P12623,3103,0,30, United-States, >50K
P12624,0,0,40, United-States, <=50K
P12625,0,0,70, United-States, >50K
P12626,0,0,99, South, <=50K
P12627,0,0,40, United-States, <=50K
P12628,0,0,40, United-States, <=50K
P12629,0,0,40, United-States, <=50K
P12630,0,0,30, United-States, <=50K
P12631,0,0,40, United-States, <=50K
P12632,0,0,45, United-States, <=50K
P12633,0,0,40, United-States, <=50K
P12634,0,0,40, United-States, <=50K
P12635,0,0,50, United-States, <=50K
P12636,0,0,37, United-States, <=50K
P12637,0,0,40, United-States, <=50K
P12638,0,0,55, United-States, <=50K
P12639,0,0,40, United-States, <=50K
P12640,0,0,45, United-States, <=50K
P12641,0,0,38, United-States, <=50K
P12642,0,0,60, United-States, <=50K
P12643,0,0,40, United-States, <=50K
P12644,0,0,40,Other, <=50K
P12645,5455,0,60, United-States, <=50K
P12646,0,0,20, United-States, <=50K
P12647,0,0,40, United-States, <=50K
P12648,0,0,45, United-States, <=50K
P12649,0,0,40, United-States, <=50K
P12650,0,0,40, United-States, <=50K
P12651,0,0,40, United-States, >50K
P12652,0,0,4, United-States, <=50K
P12653,0,0,40, United-States, <=50K
P12654,0,0,45, United-States, <=50K
P12655,0,0,40, United-States, <=50K
P12656,99999,0,50,Other, >50K
P12657,0,0,20, United-States, <=50K
P12658,0,0,48, United-States, <=50K
P12659,0,0,38, United-States, <=50K
P12660,0,0,40, United-States, >50K
P12661,0,0,40, United-States, <=50K
P12662,0,0,40, United-States, <=50K
P12663,0,0,40, United-States, <=50K
P12664,0,0,25, United-States, <=50K
P12665,0,0,40, United-States, <=50K
P12666,8614,0,55, United-States, >50K
P12667,0,0,40, United-States, <=50K
P12668,0,0,35, United-States, <=50K
P12669,7298,0,40, United-States, >50K
P12670,0,0,15, United-States, <=50K
P12671,0,0,30, United-States, <=50K
P12672,0,0,35, United-States, <=50K
P12673,0,0,40, United-States, <=50K
P12674,0,0,40, United-States, <=50K
P12675,0,0,50, United-States, <=50K
P12676,0,0,30, Philippines, <=50K
P12677,0,0,25, United-States, <=50K
P12678,99999,0,50, United-States, >50K
P12679,0,0,20, United-States, <=50K
P12680,0,0,50, Mexico, >50K
P12681,0,0,40, United-States, >50K
P12682,0,0,40, Guatemala, <=50K
P12683,0,0,35, United-States, <=50K
P12684,0,0,40, United-States, <=50K
P12685,0,0,40, United-States, <=50K
P12686,0,0,50, United-States, >50K
P12687,0,0,30, United-States, <=50K
P12688,0,0,40, United-States, <=50K
P12689,7298,0,40, United-States, >50K
P12690,0,0,40, United-States, >50K
P12691,0,0,40,Other, <=50K
P12692,0,0,40, United-States, <=50K
P12693,0,0,35, United-States, <=50K
P12694,0,1887,40, United-States, >50K
P12695,0,0,55, United-States, <=50K
P12696,0,0,15,Other, <=50K
P12697,0,0,60, United-States, <=50K
P12698,0,0,40, United-States, <=50K
P12699,0,0,24, United-States, <=50K
P12700,0,0,24, United-States, <=50K
P12701,0,0,75, United-States, <=50K
P12702,0,0,40, Columbia, <=50K
P12703,0,0,30, United-States, <=50K
P12704,0,0,36, United-States, <=50K
P12705,0,0,60, United-States, >50K
P12706,0,0,40, United-States, <=50K
P12707,0,0,40, United-States, <=50K
P12708,0,0,40, United-States, <=50K
P12709,3325,0,50, United-States, <=50K
P12710,0,0,40, United-States, >50K
P12711,0,0,30, United-States, <=50K
P12712,0,0,40, United-States, >50K
P12713,0,0,42, United-States, >50K
P12714,0,0,30, United-States, <=50K
P12715,0,0,40, United-States, >50K
P12716,14084,0,45, United-States, >50K
P12717,0,0,40,Other, <=50K
P12718,0,0,40, United-States, <=50K
P12719,0,0,51, United-States, <=50K
P12720,0,0,40, United-States, <=50K
P12721,0,0,48, United-States, <=50K
